,Ego,Circle,birthday,education;classes;description,education;classes;from;id,education;classes;from;name,education;classes;id,education;classes;name,education;classes;with;id,education;classes;with;name,education;concentration;id,education;concentration;name,education;degree;id,education;degree;name,education;school;id,education;school;name,education;type,education;with;id,education;with;name,education;year;id,education;year;name,first_name,gender,hometown;id,hometown;name,id,languages;id,languages;name,last_name,locale,location,location;id,location;name,middle_name,name,political,religion,work;description,work;employer;id,work;employer;name,work;end_date,work;from;id,work;from;name,work;location;id,work;location;name,work;position;id,work;position;name,work;projects;description,work;projects;end_date,work;projects;from;id,work;projects;from;name,work;projects;id,work;projects;name,work;projects;start_date,work;projects;with;id,work;projects;with;name,work;start_date,work;with;id,work;with;name
0,10395,827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04358361873578835,0.057747319150776626,0.05287545953948703,0.0,0.0,0.04540506254148693,0.05288879808834571,0.0,0.04660646001477233,0.011789464626495924,0.020973229284463,0.0,0.0304553078037554,0.035403474763606405,0.00010836935547835466,0.031891349866843506,0.0,0.06265683786052226,0.05117427171602438,0.0,0.0,0.0,0.0,0.0,0.1396055287492864,0.15416148977370386,0.001616810768676562,0.0,0.0,0.03755924984104489,0.0426940426252256,0.027951030994648143,0.0247396882160266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02811313568354172,0.0,0.0
1,10395,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10339125713996516,0.13151180804190227,0.2365683740582942,0.0,0.0,0.05362871928291874,0.06268102889214008,0.0,0.10412544359694519,0.051954602610291986,0.05982229302295435,0.0,0.039805113961401295,0.03343777077687338,0.0030492574273159856,0.07030057635730012,0.0,0.014029635479547477,0.014101936419765558,0.0,0.0,0.0,0.0,0.0,0.005814342494075704,0.010033537928586887,2.705206262480985e-06,0.0,0.0,0.00105995531350152,0.0024403700145953764,0.0005951623657376496,0.0006633444345541787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009827651750705581,0.0,0.0
2,10395,828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04026500525193663,0.06673013641556758,0.14675528490001533,0.0,0.0,0.03850154894466341,0.032444565372182196,0.0,0.08609918911542669,0.056663691817622173,0.06135912710166104,0.0,0.09629751465949454,0.11403297803823657,0.0010299848267174027,0.06177414106111,0.0,0.03548683859843294,0.036323951831898016,0.0,0.0,0.0,0.0,0.0,0.029803850664289065,0.026759817752150826,1.930575582051447e-05,0.0,0.0,0.006538328071060463,0.013736409511036414,0.025626435291936357,0.017822582261681156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059293127570607075,0.0,0.0
3,10395,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039683914936017986,0.0443508833866238,0.0742951242252192,0.0,0.0,0.036073278286305785,0.0388302285488234,0.0,0.057641790947158704,0.18444627770776154,0.16655921147523112,0.0,0.07820301878221375,0.0749975179458471,0.013581718448942315,0.030096990685773678,0.0,0.01872508352225514,0.023268244449335347,0.0,0.0,0.0,0.0,0.0,0.031429691765749196,0.04549947120211728,7.752289513217417e-05,0.0,0.0,0.006463555419829547,0.009406517813436786,0.008638830484425333,0.009267143508346025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00846398356345479,0.0,0.0
4,10395,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555471405970188,0.13086697717073095,0.09044397021502958,0.0,0.0,0.05725060082268846,0.05852530148709737,0.0,0.06010335382373089,0.10482833048998642,0.1005196459338069,0.0,0.06669239386345296,0.06747556767822249,0.0006683702477784665,0.0248515748098377,0.0,0.018055010945720647,0.013458677841863484,0.0,0.0,0.0,0.0,0.0,0.02310081525871071,0.026128930820220074,0.0008287029292908876,0.0,0.0,0.01395310214920787,0.01440576767564871,0.024158329873369282,0.02531798120803054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022819454158556875,0.0,0.0
5,10395,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037496782471221055,0.07667063399522175,0.16497630584945794,0.0,0.0,0.03106674561689004,0.05260405609901249,0.0,0.13276105874754576,0.046331509527080685,0.03871311202705782,0.0,0.05123785590639819,0.0504270658129596,0.27051716384970276,0.014688071204219277,0.0,0.004372026585959772,0.004706790056074485,0.0,0.0,0.0,0.0,0.0,0.004813131355458365,0.005246603118447166,2.108784635603537e-05,0.0,0.0,0.001156408202348993,0.0014851413885861658,0.0006437204438168543,0.0004661733112561135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009598556584928728,0.0,0.0
6,10395,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03168496439831062,0.022684467685617715,0.10736283671996401,0.0,0.0,0.07009495822896294,0.05746502142407565,0.0,0.08331335211856657,0.011623871454991807,0.016800172789537778,0.0,0.05256485179585483,0.06268889052977898,2.1695154562751664e-05,0.1476137402312978,0.0,0.052204229003885286,0.033575137068100204,0.0,0.0,0.0,0.0,0.0,0.029286680749259292,0.023450276157173048,0.0027488728624091774,0.0,0.0,0.03413392356977131,0.02000852897587857,0.056909954341857936,0.03271973278543345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05104384195471038,0.0,0.0
7,10929,841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3903296384832561,0.08073728299460044,0.10730841003694289,0.0,0.0,0.0,0.030965343823902782,0.3906593246612978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10929,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7336689087404107,0.047351335024646314,0.07779873110475297,0.0,0.0,0.0,0.011118270701607527,0.13006275442858248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10929,843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33093362293930434,0.1268105688130323,0.12320171018754913,0.0,0.0,0.0,0.0633328471155269,0.35572125094458734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
